seasonNum,episodeNum,episodeTitle,sceneNum,sceneStart,sceneEnd,location,subLocation,name,time
2,6,The Old Gods and the New,2,2M 33S,3M 13S,The North,Winterfell,Bran Stark,40
2,6,The Old Gods and the New,2,2M 33S,3M 13S,The North,Winterfell,Dagmer Cleftjaw,40
2,6,The Old Gods and the New,3,3M 13S,4M 3S,The North,Winterfell,Theon Greyjoy,50
2,6,The Old Gods and the New,3,3M 13S,4M 3S,The North,Winterfell,Bran Stark,50
2,6,The Old Gods and the New,4,4M 3S,5M 35S,The North,Winterfell,Bran Stark,92
2,6,The Old Gods and the New,4,4M 3S,5M 35S,The North,Winterfell,Theon Greyjoy,92
2,6,The Old Gods and the New,4,4M 3S,5M 35S,The North,Winterfell,Hodor,92
2,6,The Old Gods and the New,4,4M 3S,5M 35S,The North,Winterfell,Maester Luwin,92
2,6,The Old Gods and the New,4,4M 3S,5M 35S,The North,Winterfell,Dagmer Cleftjaw,92
2,6,The Old Gods and the New,4,4M 3S,5M 35S,The North,Winterfell,Farlen,92
2,6,The Old Gods and the New,4,4M 3S,5M 35S,The North,Winterfell,Osha,92
2,6,The Old Gods and the New,4,4M 3S,5M 35S,The North,Winterfell,Rickon Stark,92
2,6,The Old Gods and the New,5,5M 35S,6M 27S,The North,Winterfell,Osha,52
2,6,The Old Gods and the New,5,5M 35S,6M 27S,The North,Winterfell,Theon Greyjoy,52
2,6,The Old Gods and the New,5,5M 35S,6M 27S,The North,Winterfell,Hodor,52
2,6,The Old Gods and the New,5,5M 35S,6M 27S,The North,Winterfell,Dagmer Cleftjaw,52
2,6,The Old Gods and the New,5,5M 35S,6M 27S,The North,Winterfell,Bran Stark,52
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Rodrik Cassel,216
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Black Lorren,216
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Osha,216
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Bran Stark,216
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Maester Luwin,216
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Hodor,216
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Theon Greyjoy,216
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Dagmer Cleftjaw,216
2,6,The Old Gods and the New,6,6M 27S,10M 3S,The North,Winterfell,Rickon Stark,216
2,6,The Old Gods and the New,7,10M 3S,12M 44S,North of the Wall,Frostfang Mountains,Ghost,161
2,6,The Old Gods and the New,7,10M 3S,12M 44S,North of the Wall,Frostfang Mountains,Jon Snow,161
2,6,The Old Gods and the New,7,10M 3S,12M 44S,North of the Wall,Frostfang Mountains,Qhorin Halfhand,161
2,6,The Old Gods and the New,8,12M 44S,14M 22S,The Riverlands,Harrenhal,Arya Stark,98
2,6,The Old Gods and the New,8,12M 44S,14M 22S,The Riverlands,Harrenhal,Tywin Lannister,98
2,6,The Old Gods and the New,8,12M 44S,14M 22S,The Riverlands,Harrenhal,Amory Lorch,98
2,6,The Old Gods and the New,9,14M 22S,17M 20S,The Riverlands,Harrenhal,Arya Stark,178
2,6,The Old Gods and the New,9,14M 22S,17M 20S,The Riverlands,Harrenhal,Tywin Lannister,178
2,6,The Old Gods and the New,9,14M 22S,17M 20S,The Riverlands,Harrenhal,Petyr Baelish,178
2,6,The Old Gods and the New,10,17M 20S,20M 38S,North of the Wall,Frostfang Mountains,Jon Snow,198
2,6,The Old Gods and the New,10,17M 20S,20M 38S,North of the Wall,Frostfang Mountains,Qhorin Halfhand,198
2,6,The Old Gods and the New,10,17M 20S,20M 38S,North of the Wall,Frostfang Mountains,Ygritte,198
2,6,The Old Gods and the New,11,20M 38S,22M 12S,North of the Wall,Frostfang Mountains,Jon Snow,94
2,6,The Old Gods and the New,11,20M 38S,22M 12S,North of the Wall,Frostfang Mountains,Ygritte,94
2,6,The Old Gods and the New,12,22M 12S,23M 41S,North of the Wall,Frostfang Mountains,Jon Snow,89
2,6,The Old Gods and the New,12,22M 12S,23M 41S,North of the Wall,Frostfang Mountains,Ygritte,89
2,6,The Old Gods and the New,13,23M 41S,24M 38S,The Crownlands,King's Landing,Myrcella Baratheon,57
2,6,The Old Gods and the New,13,23M 41S,24M 38S,The Crownlands,King's Landing,High Septon,57
2,6,The Old Gods and the New,13,23M 41S,24M 38S,The Crownlands,King's Landing,Cersei Lannister,57
2,6,The Old Gods and the New,13,23M 41S,24M 38S,The Crownlands,King's Landing,Tyrion Lannister,57
2,6,The Old Gods and the New,13,23M 41S,24M 38S,The Crownlands,King's Landing,Sandor Clegane,57
2,6,The Old Gods and the New,13,23M 41S,24M 38S,The Crownlands,King's Landing,Tommen Baratheon,57
2,6,The Old Gods and the New,14,24M 38S,25M 1S,The Crownlands,King's Landing,Tommen Baratheon,23
2,6,The Old Gods and the New,14,24M 38S,25M 1S,The Crownlands,King's Landing,Joffrey Baratheon,23
2,6,The Old Gods and the New,14,24M 38S,25M 1S,The Crownlands,King's Landing,Sansa Stark,23
2,6,The Old Gods and the New,14,24M 38S,25M 1S,The Crownlands,King's Landing,Meryn Trant,23
2,6,The Old Gods and the New,15,25M 1S,25M 12S,The Crownlands,King's Landing,Joffrey Baratheon,11
2,6,The Old Gods and the New,15,25M 1S,25M 12S,The Crownlands,King's Landing,Meryn Trant,11
2,6,The Old Gods and the New,15,25M 1S,25M 12S,The Crownlands,King's Landing,Tommen Baratheon,11
2,6,The Old Gods and the New,15,25M 1S,25M 12S,The Crownlands,King's Landing,Cersei Lannister,11
2,6,The Old Gods and the New,15,25M 1S,25M 12S,The Crownlands,King's Landing,Sandor Clegane,11
2,6,The Old Gods and the New,15,25M 1S,25M 12S,The Crownlands,King's Landing,Sansa Stark,11
2,6,The Old Gods and the New,16,25M 12S,25M 39S,The Crownlands,King's Landing,Joffrey Baratheon,27
2,6,The Old Gods and the New,16,25M 12S,25M 39S,The Crownlands,King's Landing,Sandor Clegane,27
2,6,The Old Gods and the New,16,25M 12S,25M 39S,The Crownlands,King's Landing,Sansa Stark,27
2,6,The Old Gods and the New,16,25M 12S,25M 39S,The Crownlands,King's Landing,Meryn Trant,27
2,6,The Old Gods and the New,16,25M 12S,25M 39S,The Crownlands,King's Landing,Cersei Lannister,27
2,6,The Old Gods and the New,16,25M 12S,25M 39S,The Crownlands,King's Landing,Tyrion Lannister,27
2,6,The Old Gods and the New,16,25M 12S,25M 39S,The Crownlands,King's Landing,Tommen Baratheon,27
2,6,The Old Gods and the New,17,25M 39S,27M 9S,The Crownlands,King's Landing,Joffrey Baratheon,90
2,6,The Old Gods and the New,17,25M 39S,27M 9S,The Crownlands,King's Landing,Sandor Clegane,90
2,6,The Old Gods and the New,17,25M 39S,27M 9S,The Crownlands,King's Landing,Sansa Stark,90
2,6,The Old Gods and the New,17,25M 39S,27M 9S,The Crownlands,King's Landing,Meryn Trant,90
2,6,The Old Gods and the New,17,25M 39S,27M 9S,The Crownlands,King's Landing,Cersei Lannister,90
2,6,The Old Gods and the New,17,25M 39S,27M 9S,The Crownlands,King's Landing,Tyrion Lannister,90
2,6,The Old Gods and the New,17,25M 39S,27M 9S,The Crownlands,King's Landing,High Septon,90
2,6,The Old Gods and the New,18,27M 9S,27M 13S,The Crownlands,King's Landing,Meryn Trant,4
2,6,The Old Gods and the New,18,27M 9S,27M 13S,The Crownlands,King's Landing,Joffrey Baratheon,4
2,6,The Old Gods and the New,19,27M 13S,27M 18S,The Crownlands,King's Landing,Cersei Lannister,5
2,6,The Old Gods and the New,20,27M 18S,27M 28S,The Crownlands,King's Landing,Sansa Stark,10
2,6,The Old Gods and the New,20,27M 18S,27M 28S,The Crownlands,King's Landing,King's Landing Rioter #1,10
2,6,The Old Gods and the New,20,27M 18S,27M 28S,The Crownlands,King's Landing,King's Landing Rioter #2,10
2,6,The Old Gods and the New,20,27M 18S,27M 28S,The Crownlands,King's Landing,King's Landing Rioter #3,10
2,6,The Old Gods and the New,21,27M 28S,28M 11S,The Crownlands,King's Landing,Joffrey Baratheon,43
2,6,The Old Gods and the New,21,27M 28S,28M 11S,The Crownlands,King's Landing,Tyrion Lannister,43
2,6,The Old Gods and the New,21,27M 28S,28M 11S,The Crownlands,King's Landing,Meryn Trant,43
2,6,The Old Gods and the New,22,28M 11S,28M 25S,The Crownlands,King's Landing,Sansa Stark,14
2,6,The Old Gods and the New,22,28M 11S,28M 25S,The Crownlands,King's Landing,King's Landing Rioter #1,14
2,6,The Old Gods and the New,22,28M 11S,28M 25S,The Crownlands,King's Landing,King's Landing Rioter #2,14
2,6,The Old Gods and the New,22,28M 11S,28M 25S,The Crownlands,King's Landing,King's Landing Rioter #3,14
2,6,The Old Gods and the New,23,28M 25S,28M 34S,The Crownlands,King's Landing,Joffrey Baratheon,9
2,6,The Old Gods and the New,23,28M 25S,28M 34S,The Crownlands,King's Landing,Tyrion Lannister,9
2,6,The Old Gods and the New,23,28M 25S,28M 34S,The Crownlands,King's Landing,Meryn Trant,9
2,6,The Old Gods and the New,24,28M 34S,29M 15S,The Crownlands,King's Landing,Sansa Stark,41
2,6,The Old Gods and the New,24,28M 34S,29M 15S,The Crownlands,King's Landing,King's Landing Rioter #1,41
2,6,The Old Gods and the New,24,28M 34S,29M 15S,The Crownlands,King's Landing,King's Landing Rioter #2,41
2,6,The Old Gods and the New,24,28M 34S,29M 15S,The Crownlands,King's Landing,King's Landing Rioter #3,41
2,6,The Old Gods and the New,24,28M 34S,29M 15S,The Crownlands,King's Landing,Sandor Clegane,41
2,6,The Old Gods and the New,26,29M 24S,29M 43S,The Crownlands,King's Landing,Joffrey Baratheon,19
2,6,The Old Gods and the New,26,29M 24S,29M 43S,The Crownlands,King's Landing,Tyrion Lannister,19
2,6,The Old Gods and the New,26,29M 24S,29M 43S,The Crownlands,King's Landing,Meryn Trant,19
2,6,The Old Gods and the New,26,29M 24S,29M 43S,The Crownlands,King's Landing,Sandor Clegane,19
2,6,The Old Gods and the New,26,29M 24S,29M 43S,The Crownlands,King's Landing,Sansa Stark,19
2,6,The Old Gods and the New,27,29M 43S,30M 23S,Qarth,NA,Daenerys Targaryen,40
2,6,The Old Gods and the New,27,29M 43S,30M 23S,Qarth,NA,Xaro Xhoan Daxos,40
2,6,The Old Gods and the New,27,29M 43S,30M 23S,Qarth,NA,Kovarro,40
2,6,The Old Gods and the New,28,30M 23S,34M 23S,Qarth,NA,Daenerys Targaryen,240
2,6,The Old Gods and the New,28,30M 23S,34M 23S,Qarth,NA,Xaro Xhoan Daxos,240
2,6,The Old Gods and the New,28,30M 23S,34M 23S,Qarth,NA,Kovarro,240
2,6,The Old Gods and the New,28,30M 23S,34M 23S,Qarth,NA,Spice King,240
2,6,The Old Gods and the New,29,34M 23S,36M 53S,The Riverlands,Harrenhal,Arya Stark,150
2,6,The Old Gods and the New,29,34M 23S,36M 53S,The Riverlands,Harrenhal,Tywin Lannister,150
2,6,The Old Gods and the New,30,36M 53S,37M 11S,The Riverlands,Harrenhal,Arya Stark,18
2,6,The Old Gods and the New,31,37M 11S,38M 12S,The Riverlands,Harrenhal,Arya Stark,61
2,6,The Old Gods and the New,31,37M 11S,38M 12S,The Riverlands,Harrenhal,Amory Lorch,61
2,6,The Old Gods and the New,32,38M 12S,38M 41S,The Riverlands,Harrenhal,Arya Stark,29
2,6,The Old Gods and the New,32,38M 12S,38M 41S,The Riverlands,Harrenhal,Jaqen H'ghar,29
2,6,The Old Gods and the New,33,38M 41S,38M 51S,The Riverlands,Harrenhal,Tywin Lannister,10
2,6,The Old Gods and the New,33,38M 41S,38M 51S,The Riverlands,Harrenhal,Amory Lorch,10
2,6,The Old Gods and the New,34,38M 51S,39M 27S,The Westerlands,Camp of the North,Robb Stark,36
2,6,The Old Gods and the New,34,38M 51S,39M 27S,The Westerlands,Camp of the North,Quent,36
2,6,The Old Gods and the New,35,39M 27S,41M 4S,The Westerlands,Camp of the North,Robb Stark,97
2,6,The Old Gods and the New,35,39M 27S,41M 4S,The Westerlands,Camp of the North,Talisa Maegyr,97
2,6,The Old Gods and the New,36,41M 4S,41M 50S,The Westerlands,Camp of the North,Robb Stark,46
2,6,The Old Gods and the New,36,41M 4S,41M 50S,The Westerlands,Camp of the North,Talisa Maegyr,46
2,6,The Old Gods and the New,36,41M 4S,41M 50S,The Westerlands,Camp of the North,Catelyn Stark,46
2,6,The Old Gods and the New,36,41M 4S,41M 50S,The Westerlands,Camp of the North,Brienne of Tarth,46
2,6,The Old Gods and the New,37,41M 50S,42M 24S,The Westerlands,Camp of the North,Robb Stark,34
2,6,The Old Gods and the New,37,41M 50S,42M 24S,The Westerlands,Camp of the North,Catelyn Stark,34
2,6,The Old Gods and the New,37,41M 50S,42M 24S,The Westerlands,Camp of the North,Brienne of Tarth,34
2,6,The Old Gods and the New,37,41M 50S,42M 24S,The Westerlands,Camp of the North,Roose Bolton,34
2,6,The Old Gods and the New,38,42M 24S,45M 8S,North of the Wall,Frostfang Mountains,Jon Snow,164
2,6,The Old Gods and the New,38,42M 24S,45M 8S,North of the Wall,Frostfang Mountains,Ygritte,164
2,6,The Old Gods and the New,39,45M 8S,46M 29S,The Westerlands,Camp of the North,Robb Stark,81
2,6,The Old Gods and the New,39,45M 8S,46M 29S,The Westerlands,Camp of the North,Catelyn Stark,81
2,6,The Old Gods and the New,39,45M 8S,46M 29S,The Westerlands,Camp of the North,Roose Bolton,81
2,6,The Old Gods and the New,40,46M 29S,48M 17S,The North,Winterfell,Theon Greyjoy,108
2,6,The Old Gods and the New,40,46M 29S,48M 17S,The North,Winterfell,Osha,108
2,6,The Old Gods and the New,41,48M 17S,49M 10S,The Crownlands,King's Landing,Sansa Stark,53
2,6,The Old Gods and the New,41,48M 17S,49M 10S,The Crownlands,King's Landing,Shae,53
2,6,The Old Gods and the New,42,49M 10S,49M 43S,The North,Winterfell,Theon Greyjoy,33
2,6,The Old Gods and the New,42,49M 10S,49M 43S,The North,Winterfell,Osha,33
2,6,The Old Gods and the New,43,49M 43S,50M 24S,The North,Winterfell,Osha,41
2,6,The Old Gods and the New,43,49M 43S,50M 24S,The North,Winterfell,Drennan,41
2,6,The Old Gods and the New,44,50M 24S,50M 43S,The North,Winterfell,Osha,19
2,6,The Old Gods and the New,44,50M 24S,50M 43S,The North,Winterfell,Rickon Stark,19
2,6,The Old Gods and the New,44,50M 24S,50M 43S,The North,Winterfell,Hodor,19
2,6,The Old Gods and the New,44,50M 24S,50M 43S,The North,Winterfell,Bran Stark,19
2,6,The Old Gods and the New,44,50M 24S,50M 43S,The North,Winterfell,Summer,19
2,6,The Old Gods and the New,44,50M 24S,50M 43S,The North,Winterfell,Shaggydog,19
2,6,The Old Gods and the New,45,50M 43S,51M 33S,Qarth,NA,Daenerys Targaryen,50
2,6,The Old Gods and the New,45,50M 43S,51M 33S,Qarth,NA,Xaro Xhoan Daxos,50
2,6,The Old Gods and the New,45,50M 43S,51M 33S,Qarth,NA,Kovarro,50
2,6,The Old Gods and the New,46,51M 33S,52M 17S,Qarth,NA,Daenerys Targaryen,44
2,6,The Old Gods and the New,46,51M 33S,52M 17S,Qarth,NA,Xaro Xhoan Daxos,44
2,6,The Old Gods and the New,46,51M 33S,52M 17S,Qarth,NA,Kovarro,44
2,6,The Old Gods and the New,46,51M 33S,52M 17S,Qarth,NA,Irri,44
2,6,The Old Gods and the New,47,52M 17S,52M 37S,Qarth,NA,Drogon,20
2,6,The Old Gods and the New,47,52M 17S,52M 37S,Qarth,NA,Viserion,20
2,6,The Old Gods and the New,47,52M 17S,52M 37S,Qarth,NA,Rhaegal,20
2,7,A Man Without Honor,1,1M 54S,2M 8S,The North,Winterfell,Theon Greyjoy,14
2,7,A Man Without Honor,2,2M 8S,3M 8S,The North,Winterfell,Theon Greyjoy,60
2,7,A Man Without Honor,2,2M 8S,3M 8S,The North,Winterfell,Black Lorren,60
2,7,A Man Without Honor,2,2M 8S,3M 8S,The North,Winterfell,Dagmer Cleftjaw,60
2,7,A Man Without Honor,2,2M 8S,3M 8S,The North,Winterfell,Drennan,60
2,7,A Man Without Honor,3,3M 8S,4M 29S,The North,Outside Winterfell,Theon Greyjoy,81
2,7,A Man Without Honor,3,3M 8S,4M 29S,The North,Outside Winterfell,Maester Luwin,81
2,7,A Man Without Honor,3,3M 8S,4M 29S,The North,Outside Winterfell,Dagmer Cleftjaw,81
2,7,A Man Without Honor,4,4M 29S,5M 30S,The North,Outside Winterfell,Osha,61
2,7,A Man Without Honor,4,4M 29S,5M 30S,The North,Outside Winterfell,Rickon Stark,61
2,7,A Man Without Honor,4,4M 29S,5M 30S,The North,Outside Winterfell,Hodor,61
2,7,A Man Without Honor,4,4M 29S,5M 30S,The North,Outside Winterfell,Bran Stark,61
2,7,A Man Without Honor,4,4M 29S,5M 30S,The North,Outside Winterfell,Summer,61
2,7,A Man Without Honor,4,4M 29S,5M 30S,The North,Outside Winterfell,Shaggydog,61
2,7,A Man Without Honor,5,5M 30S,7M 2S,North of the Wall,Frostfang Mountains,Jon Snow,92
2,7,A Man Without Honor,5,5M 30S,7M 2S,North of the Wall,Frostfang Mountains,Ygritte,92
2,7,A Man Without Honor,6,7M 2S,8M 59S,North of the Wall,Frostfang Mountains,Jon Snow,117
2,7,A Man Without Honor,6,7M 2S,8M 59S,North of the Wall,Frostfang Mountains,Ygritte,117
2,7,A Man Without Honor,7,8M 59S,10M 18S,The Riverlands,Harrenhal,Tywin Lannister,79
2,7,A Man Without Honor,7,8M 59S,10M 18S,The Riverlands,Harrenhal,Gregor Clegane,79
2,7,A Man Without Honor,7,8M 59S,10M 18S,The Riverlands,Harrenhal,Arya Stark,79
2,7,A Man Without Honor,8,10M 18S,15M 2S,The Riverlands,Harrenhal,Tywin Lannister,284
2,7,A Man Without Honor,8,10M 18S,15M 2S,The Riverlands,Harrenhal,Arya Stark,284
2,7,A Man Without Honor,9,15M 2S,16M 0S,The Crownlands,King's Landing,Sansa Stark,58
2,7,A Man Without Honor,9,15M 2S,16M 0S,The Crownlands,King's Landing,Sandor Clegane,58
2,7,A Man Without Honor,10,16M 0S,16M 55S,Qarth,NA,Daenerys Targaryen,55
2,7,A Man Without Honor,10,16M 0S,16M 55S,Qarth,NA,Xaro Xhoan Daxos,55
2,7,A Man Without Honor,11,16M 55S,18M 32S,North of the Wall,Frostfang Mountains,Jon Snow,97
2,7,A Man Without Honor,11,16M 55S,18M 32S,North of the Wall,Frostfang Mountains,Ygritte,97
2,7,A Man Without Honor,13,18M 54S,19M 56S,The Westerlands,Camp of the North,Robb Stark,62
2,7,A Man Without Honor,13,18M 54S,19M 56S,The Westerlands,Camp of the North,Alton Lannister,62
2,7,A Man Without Honor,13,18M 54S,19M 56S,The Westerlands,Camp of the North,Rickard Karstark,62
2,7,A Man Without Honor,13,18M 54S,19M 56S,The Westerlands,Camp of the North,Roose Bolton,62
2,7,A Man Without Honor,13,18M 54S,19M 56S,The Westerlands,Camp of the North,Torrhen Karstark,62
2,7,A Man Without Honor,14,19M 56S,20M 19S,The Westerlands,Camp of the North,Robb Stark,23
2,7,A Man Without Honor,14,19M 56S,20M 19S,The Westerlands,Camp of the North,Roose Bolton,23
2,7,A Man Without Honor,14,19M 56S,20M 19S,The Westerlands,Camp of the North,Talisa Maegyr,23
2,7,A Man Without Honor,15,20M 19S,21M 38S,The Westerlands,Camp of the North,Robb Stark,79
2,7,A Man Without Honor,15,20M 19S,21M 38S,The Westerlands,Camp of the North,Talisa Maegyr,79
2,7,A Man Without Honor,16,21M 38S,23M 17S,The North,Outside Winterfell,Dagmer Cleftjaw,99
2,7,A Man Without Honor,16,21M 38S,23M 17S,The North,Outside Winterfell,Theon Greyjoy,99
2,7,A Man Without Honor,16,21M 38S,23M 17S,The North,Outside Winterfell,Maester Luwin,99
2,7,A Man Without Honor,16,21M 38S,23M 17S,The North,Outside Winterfell,Winterfell Shepherd,99
2,7,A Man Without Honor,17,23M 17S,25M 44S,Qarth,NA,Daenerys Targaryen,147
2,7,A Man Without Honor,17,23M 17S,25M 44S,Qarth,NA,Jorah Mormont,147
2,7,A Man Without Honor,18,25M 44S,28M 1S,North of the Wall,Frostfang Mountains,Jon Snow,137
2,7,A Man Without Honor,18,25M 44S,28M 1S,North of the Wall,Frostfang Mountains,Ygritte,137
2,7,A Man Without Honor,19,28M 1S,28M 21S,North of the Wall,Frostfang Mountains,Jon Snow,20
2,7,A Man Without Honor,19,28M 1S,28M 21S,North of the Wall,Frostfang Mountains,Ygritte,20
2,7,A Man Without Honor,20,28M 21S,28M 27S,The Crownlands,King's Landing,Sansa Stark,6
2,7,A Man Without Honor,21,28M 27S,28M 39S,The Crownlands,King's Landing,Sansa Stark,12
2,7,A Man Without Honor,21,28M 27S,28M 39S,The Crownlands,King's Landing,King's Landing Rioter #1,12
2,7,A Man Without Honor,21,28M 27S,28M 39S,The Crownlands,King's Landing,King's Landing Rioter #2,12
2,7,A Man Without Honor,21,28M 27S,28M 39S,The Crownlands,King's Landing,King's Landing Rioter #3,12
2,7,A Man Without Honor,22,28M 39S,29M 30S,The Crownlands,King's Landing,Sansa Stark,51
2,7,A Man Without Honor,22,28M 39S,29M 30S,The Crownlands,King's Landing,Shae,51
2,7,A Man Without Honor,22,28M 39S,29M 30S,The Crownlands,King's Landing,Handmaid,51
2,7,A Man Without Honor,23,29M 30S,29M 49S,The Crownlands,King's Landing,Shae,19
2,7,A Man Without Honor,23,29M 30S,29M 49S,The Crownlands,King's Landing,Handmaid,19
2,7,A Man Without Honor,24,29M 49S,30M 1S,The Crownlands,King's Landing,Sansa Stark,12
2,7,A Man Without Honor,24,29M 49S,30M 1S,The Crownlands,King's Landing,Shae,12
2,7,A Man Without Honor,24,29M 49S,30M 1S,The Crownlands,King's Landing,Sandor Clegane,12
2,7,A Man Without Honor,25,30M 1S,32M 47S,The Crownlands,King's Landing,Cersei Lannister,166
2,7,A Man Without Honor,25,30M 1S,32M 47S,The Crownlands,King's Landing,Sansa Stark,166
2,7,A Man Without Honor,26,32M 47S,39M 0S,The Westerlands,Camp of the North,Jaime Lannister,373
2,7,A Man Without Honor,26,32M 47S,39M 0S,The Westerlands,Camp of the North,Alton Lannister,373
2,7,A Man Without Honor,26,32M 47S,39M 0S,The Westerlands,Camp of the North,Torrhen Karstark,373
2,7,A Man Without Honor,27,39M 0S,39M 24S,The Westerlands,Camp of the North,Jaime Lannister,24
2,7,A Man Without Honor,27,39M 0S,39M 24S,The Westerlands,Camp of the North,Alton Lannister,24
2,7,A Man Without Honor,27,39M 0S,39M 24S,The Westerlands,Camp of the North,Torrhen Karstark,24
2,7,A Man Without Honor,28,39M 24S,40M 50S,Qarth,NA,Jorah Mormont,86
2,7,A Man Without Honor,28,39M 24S,40M 50S,Qarth,NA,Quaithe,86
2,7,A Man Without Honor,29,40M 50S,43M 5S,Qarth,NA,Xaro Xhoan Daxos,135
2,7,A Man Without Honor,29,40M 50S,43M 5S,Qarth,NA,Spice King,135
2,7,A Man Without Honor,29,40M 50S,43M 5S,Qarth,NA,Daenerys Targaryen,135
2,7,A Man Without Honor,29,40M 50S,43M 5S,Qarth,NA,Silk King,135
2,7,A Man Without Honor,29,40M 50S,43M 5S,Qarth,NA,Pyat Pree,135
2,7,A Man Without Honor,29,40M 50S,43M 5S,Qarth,NA,Kovarro,135
2,7,A Man Without Honor,30,43M 5S,43M 33S,Qarth,NA,Daenerys Targaryen,28
2,7,A Man Without Honor,30,43M 5S,43M 33S,Qarth,NA,Pyat Pree,28
2,7,A Man Without Honor,30,43M 5S,43M 33S,Qarth,NA,Kovarro,28
2,7,A Man Without Honor,30,43M 5S,43M 33S,Qarth,NA,Jorah Mormont,28
2,7,A Man Without Honor,31,43M 33S,43M 54S,The Westerlands,Camp of the North,Catelyn Stark,21
2,7,A Man Without Honor,31,43M 33S,43M 54S,The Westerlands,Camp of the North,Brienne of Tarth,21
2,7,A Man Without Honor,31,43M 33S,43M 54S,The Westerlands,Camp of the North,Jacks,21
2,7,A Man Without Honor,32,43M 54S,44M 35S,The Westerlands,Camp of the North,Jaime Lannister,41
2,7,A Man Without Honor,33,44M 35S,45M 49S,The Westerlands,Camp of the North,Jaime Lannister,74
2,7,A Man Without Honor,33,44M 35S,45M 49S,The Westerlands,Camp of the North,Rickard Karstark,74
2,7,A Man Without Honor,33,44M 35S,45M 49S,The Westerlands,Camp of the North,Catelyn Stark,74
2,7,A Man Without Honor,33,44M 35S,45M 49S,The Westerlands,Camp of the North,Brienne of Tarth,74
2,7,A Man Without Honor,33,44M 35S,45M 49S,The Westerlands,Camp of the North,Jacks,74
2,7,A Man Without Honor,34,45M 49S,46M 6S,The Westerlands,Camp of the North,Jaime Lannister,17
2,7,A Man Without Honor,34,45M 49S,46M 6S,The Westerlands,Camp of the North,Catelyn Stark,17
2,7,A Man Without Honor,34,45M 49S,46M 6S,The Westerlands,Camp of the North,Brienne of Tarth,17
2,7,A Man Without Honor,34,45M 49S,46M 6S,The Westerlands,Camp of the North,Jacks,17
2,7,A Man Without Honor,35,46M 6S,49M 28S,The Crownlands,King's Landing,Cersei Lannister,202
2,7,A Man Without Honor,35,46M 6S,49M 28S,The Crownlands,King's Landing,Tyrion Lannister,202
2,7,A Man Without Honor,36,49M 28S,49M 58S,The Westerlands,Camp of the North,Catelyn Stark,30
2,7,A Man Without Honor,36,49M 28S,49M 58S,The Westerlands,Camp of the North,Brienne of Tarth,30
2,7,A Man Without Honor,37,49M 58S,53M 3S,The Westerlands,Camp of the North,Catelyn Stark,185
2,7,A Man Without Honor,37,49M 58S,53M 3S,The Westerlands,Camp of the North,Brienne of Tarth,185
2,7,A Man Without Honor,37,49M 58S,53M 3S,The Westerlands,Camp of the North,Jaime Lannister,185
2,7,A Man Without Honor,38,53M 3S,53M 49S,The North,Winterfell,Theon Greyjoy,46
2,7,A Man Without Honor,38,53M 3S,53M 49S,The North,Winterfell,Maester Luwin,46
2,7,A Man Without Honor,38,53M 3S,53M 49S,The North,Winterfell,Dagmer Cleftjaw,46
2,8,The Prince of Winterfell,1,1M 55S,2M 34S,The North,Winterfell,Theon Greyjoy,39
2,8,The Prince of Winterfell,1,1M 55S,2M 34S,The North,Winterfell,Dagmer Cleftjaw,39
2,8,The Prince of Winterfell,1,1M 55S,2M 34S,The North,Winterfell,Yara Greyjoy,39
2,8,The Prince of Winterfell,2,2M 34S,5M 53S,The North,Winterfell,Theon Greyjoy,199
2,8,The Prince of Winterfell,2,2M 34S,5M 53S,The North,Winterfell,Yara Greyjoy,199
2,8,The Prince of Winterfell,3,5M 53S,7M 0S,North of the Wall,Frostfang Mountains,Jon Snow,67
2,8,The Prince of Winterfell,3,5M 53S,7M 0S,North of the Wall,Frostfang Mountains,Ygritte,67
2,8,The Prince of Winterfell,3,5M 53S,7M 0S,North of the Wall,Frostfang Mountains,Rattleshirt,67
2,8,The Prince of Winterfell,3,5M 53S,7M 0S,North of the Wall,Frostfang Mountains,Qhorin Halfhand,67
2,8,The Prince of Winterfell,4,7M 0S,7M 11S,North of the Wall,Frostfang Mountains,Ygritte,11
2,8,The Prince of Winterfell,4,7M 0S,7M 11S,North of the Wall,Frostfang Mountains,Jon Snow,11
2,8,The Prince of Winterfell,5,7M 11S,7M 45S,North of the Wall,Frostfang Mountains,Jon Snow,34
2,8,The Prince of Winterfell,5,7M 11S,7M 45S,North of the Wall,Frostfang Mountains,Qhorin Halfhand,34
2,8,The Prince of Winterfell,6,7M 45S,9M 59S,The Westerlands,Camp of the North,Robb Stark,134
2,8,The Prince of Winterfell,6,7M 45S,9M 59S,The Westerlands,Camp of the North,Talisa Maegyr,134
