aff nom com,Climat_Velo_num,Commune,Depcom,nb réponses/1000 hab,A,A+,B,C,Catégorie,Commune,D,disparite,E,F,G,podium,LATITUDE,LONGITUDE,Avg. n_tot_valide_net,Avg. note_globale_moy,POPULATION
,F,Velaux (13),13112,5.806671980,,,,,[0-20 000[,Velaux (13),,faible,,F  défavorable,,non classé,43.523985458,5.249964249,49,2.568231293,1185705
,F,Vaulx-en-Velin (69),69256,1.422768419,,,,,[20 000-50 000[,Vaulx-en-Velin (69),,faible,,F  défavorable,,non classé,45.785882106,4.926377677,64,2.457395833,6547095
,F,Varois-et-Chaignot (21),21657,35.214914552,,,,,[0-20 000[,Varois-et-Chaignot (21),,faible,,F  défavorable,,non classé,47.355447667,5.125564578,66,2.351060606,260685
,F,Valenciennes (59),59606,4.189560440,,,,,[20 000-50 000[,Valenciennes (59),,faible,,F  défavorable,,non classé,50.358866616,3.515676648,173,2.552235067,5896800
,F,Valdoie (90),90099,8.052434457,,,,,[0-20 000[,Valdoie (90),,faible,,F  défavorable,,non classé,47.671238919,6.848608216,43,2.529302326,720900
,F,Valbonne (06),06152,10.482019893,,,,,[0-20 000[,Valbonne (06),,faible,,F  défavorable,,non classé,43.628288325,7.029544767,134,2.629751244,1764450
,F,Tullins (38),38517,7.553066806,,,,,[0-20 000[,Tullins (38),,faible,,F  défavorable,,non classé,45.293879173,5.490061586,55,2.374969697,1036665
,F,Troyes (10),10387,7.404353562,,,,,[50 000-100 000[,Troyes (10),,faible,,F  défavorable,,non classé,48.296709964,4.078279675,431,2.548986852,8186400
,F,Trélazé (49),49353,5.207610054,,,,,[0-20 000[,Trélazé (49),,faible,,F  défavorable,,non classé,47.451357179,-0.473458788,70,2.531095238,1944270
,F,Trégastel (22),22353,29.423784226,,,,,[0-20 000[,Trégastel (22),,moyenne,,F  défavorable,,non classé,48.817321796,-3.506403331,66,2.351717172,330345
,F,Tourcoing (59),59599,1.805572654,,,,,[50 000-100 000[,Tourcoing (59),,faible,,F  défavorable,,non classé,50.725441890,3.158827572,171,2.528713450,13159260
,F,Toulon (83),83137,2.240116958,,,,,[100 000-200 000[,Toulon (83),,faible,,F  défavorable,,non classé,43.136158973,5.932396342,364,2.309716117,22900590
,F,Thonon-les-Bains (74),74281,3.728794262,,,,,[20 000-50 000[,Thonon-les-Bains (74),,faible,,F  défavorable,,non classé,46.370425805,6.481943361,125,2.65792,4742820
,F,Thoiry (01),01419,8.697079094,,,,,[0-20 000[,Thoiry (01),,faible,,F  défavorable,,non classé,46.243547588,5.965062980,50,2.629066667,822690
,F,Templeuve-en-Pévèle (59),59586,18.887015177,,,,,[0-20 000[,Templeuve-en-Pévèle (59),,faible,,F  défavorable,,non classé,50.532753460,3.173442142,107,2.539221184,800550
,F,Tassin-la-Demi-Lune (69),69244,5.546609411,,,,,[20 000-50 000[,Tassin-la-Demi-Lune (69),,faible,,F  défavorable,,non classé,45.762868177,4.755405955,118,2.369915254,3018060
,F,Tarbes (65),65440,5.754253683,,,,,[20 000-50 000[,Tarbes (65),,faible,,F  défavorable,,non classé,43.234785964,0.066009394,224,2.317633929,5442930
,F,Suresnes (92),92073,2.509255450,,,,,[20 000-50 000[,Suresnes (92),,faible,,F  défavorable,,non classé,48.869847913,2.219655176,117,2.692079772,6563700
,F,Sucy-en-Brie (94),94071,1.978766315,,,,,[20 000-50 000[,Sucy-en-Brie (94),,faible,,F  défavorable,,non classé,48.765645659,2.533056080,52,2.699871795,3547665
,F,Sète (34),34301,4.953106010,,,,,[20 000-50 000[,Sète (34),,moyenne,,F  défavorable,,non classé,43.391770583,3.647051483,209,2.402248804,5887215
,F,Sedan (08),08409,2.730618544,,,,,[0-20 000[,Sedan (08),,faible,,F  défavorable,,non classé,49.697058875,4.929850524,45,2.424370370,2274210
,F,Savigneux (42),42299,23.018648019,,,,,[0-20 000[,Savigneux (42),,faible,,F  défavorable,,non classé,45.622396347,4.100395727,75,2.681644444,463320
,F,Sartrouville (78),78586,2.260294788,,,,,[50 000-100 000[,Sartrouville (78),,faible,,F  défavorable,,non classé,48.939608550,2.174586865,116,2.624137931,7107480
,F,Saran (45),45302,3.541119726,,,,,[0-20 000[,Saran (45),,faible,,F  défavorable,,non classé,47.949831105,1.878096935,57,2.425263158,2211165
,F,Salon-de-Provence (13),13103,3.488831351,,,,,[20 000-50 000[,Salon-de-Provence (13),,faible,,F  défavorable,,non classé,43.646288524,5.068146496,151,2.648962472,6152490
,F,Sallanches (74),74256,4.276191674,,,,,[0-20 000[,Sallanches (74),,faible,,F  défavorable,,non classé,45.946815579,6.607110531,64,2.475833333,2146770
,F,Saint-Pierre-des-Corps (37),37233,7.185175848,,,,,[0-20 000[,Saint-Pierre-des-Corps (37),,faible,,F  défavorable,,non classé,47.388448820,0.738011772,105,2.423174603,2141910
,F,Saint-Orens-de-Gameville (31),31506,8.420138889,,,,,[0-20 000[,Saint-Orens-de-Gameville (31),,faible,,F  défavorable,,non classé,43.559078767,1.535137106,95,2.421859649,1555200
,F,Saint-Mathieu-de-Tréviers (34),34276,16.037138637,,,,,[0-20 000[,Saint-Mathieu-de-Tréviers (34),,faible,,F  défavorable,,non classé,43.769207390,3.870020275,72,2.578564815,639765
,F,Saint-Malo (35),35288,13.824584284,,,,,[20 000-50 000[,Saint-Malo (35),,faible,,F  défavorable,,non classé,48.640044348,-1.980606273,614,2.608811075,6210675
,F,Saint-Lô (50),50502,8.016454828,,,,,[0-20 000[,Saint-Lô (50),,faible,,F  défavorable,,non classé,49.109962425,-1.077556427,146,2.658401826,2559735
,F,Saint-Laurent-du-Var (06),06123,2.548437773,,,,,[20 000-50 000[,Saint-Laurent-du-Var (06),,faible,,F  défavorable,,non classé,43.685962577,7.182187918,69,2.492946860,3867075
,F,Saint-Julien-en-Genevois (74),74243,5.695977216,,,,,[0-20 000[,Saint-Julien-en-Genevois (74),,faible,,F  défavorable,,non classé,46.139365545,6.078811711,75,2.589244444,1896075
,F,Saint-Jean-de-Luz (64),64483,4.837447535,,,,,[0-20 000[,Saint-Jean-de-Luz (64),,faible,,F  défavorable,,non classé,43.394788687,-1.630990216,66,2.693585859,1897695
,F,Saint-Jean-d'Illac (33),33422,6.130456106,,,,,[0-20 000[,Saint-Jean-d'Illac (33),,faible,,F  défavorable,,non classé,44.793401070,-0.819193905,49,2.468095238,1101060
,F,Saint-Girons (09),09261,8.027703447,,,,,[0-20 000[,Saint-Girons (09),,faible,,F  défavorable,,non classé,42.975292304,1.153265955,46,2.493840580,857655
,F,Saint-Genis-Pouilly (01),01354,12.445341406,,,,,[0-20 000[,Saint-Genis-Pouilly (01),,faible,,F  défavorable,,non classé,46.254539333,6.036290734,146,2.540684932,1605420
,F,Saint-Genis-Laval (69),69204,3.805987468,,,,,[20 000-50 000[,Saint-Genis-Laval (69),,faible,,F  défavorable,,non classé,45.693677729,4.789190285,81,2.688559671,2908575
,F,Saint-Fons (69),69199,3.177851988,,,,,[0-20 000[,Saint-Fons (69),,moyenne,,F  défavorable,,non classé,45.701105059,4.850463670,52,2.435128205,2506410
,F,Saint-Étienne-de-Montluc (44),44158,9.925201381,,,,,[0-20 000[,Saint-Étienne-de-Montluc (44),,faible,,F  défavorable,,non classé,47.265112989,-1.784268797,68,2.626764706,938520
,F,Saint-Étienne (42),42218,4.723017147,,,,,[100 000-200 000[,Saint-Étienne (42),,moyenne,,F  défavorable,,non classé,45.430123551,4.379139971,774,2.532515073,23209740
,F,Saint-Dié-des-Vosges (88),88413,6.025926676,,,,,[0-20 000[,Saint-Dié-des-Vosges (88),,moyenne,,F  défavorable,,non classé,48.296709351,6.938093675,113,2.399115044,2665980
,F,Saint-Denis (93),93066,1.885877472,,,,,[100 000-200 000[,Saint-Denis (93),,faible,,F  défavorable,,non classé,48.929565045,2.359242997,198,2.345151515,15032790
,F,Saint-Cloud (92),92064,3.345146226,,,,,[20 000-50 000[,Saint-Cloud (92),,moyenne,,F  défavorable,,non classé,48.842874103,2.208645703,97,2.441340206,4076055
,F,Saint-André-lez-Lille (59),59527,7.158545514,,,,,[0-20 000[,Saint-André-lez-Lille (59),,moyenne,,F  défavorable,,non classé,50.659769297,3.046093879,82,2.681747967,1659555
,F,Saint-Amand-les-Eaux (59),59526,5.759583824,,,,,[0-20 000[,Saint-Amand-les-Eaux (59),,faible,,F  défavorable,,non classé,50.440100098,3.444607080,91,2.517399267,2179845
,F,Sainghin-en-Weppes (59),59524,9.574468085,,,,,[0-20 000[,Sainghin-en-Weppes (59),,faible,,F  défavorable,,non classé,50.558335987,2.897402552,48,2.37625,761400
,F,Sainghin-en-Mélantois (59),59523,23.446222553,,,,,[0-20 000[,Sainghin-en-Mélantois (59),,moyenne,,F  défavorable,,non classé,50.587733214,3.163421657,57,2.328830409,362745
,F,Roubaix (59),59512,1.472845704,,,,,[50 000-100 000[,Roubaix (59),,faible,,F  défavorable,,non classé,50.687977481,3.182584346,138,2.638309179,13015620
,F,Roquefort-les-Pins (06),06105,9.559372666,,,,,[0-20 000[,Roquefort-les-Pins (06),,faible,,F  défavorable,,non classé,43.674173254,7.053012727,62,2.608548387,903825
,F,Romorantin-Lanthenay (41),41194,2.953304358,,,,,[0-20 000[,Romorantin-Lanthenay (41),,moyenne,,F  défavorable,,non classé,47.374522634,1.744563854,50,2.362266667,2422710
,F,Romans-sur-Isère (26),26281,6.454518163,,,,,[20 000-50 000[,Romans-sur-Isère (26),,faible,,F  défavorable,,non classé,45.054753198,5.037977560,209,2.667081340,4496850
,F,Rodez (12),12202,3.369981886,,,,,[20 000-50 000[,Rodez (12),,faible,,F  défavorable,,non classé,44.358242625,2.567279389,76,2.326140351,3204765
,F,Roanne (42),42187,2.681274326,,,,,[20 000-50 000[,Roanne (42),,faible,,F  défavorable,,non classé,46.044911249,4.079704565,91,2.461684982,4682475
,F,Riom (63),63300,7.146986179,,,,,[0-20 000[,Riom (63),,faible,,F  défavorable,,non classé,45.894266778,3.132464697,134,2.573905473,2568915
,F,Rillieux-la-Pape (69),69286,2.643466622,,,,,[20 000-50 000[,Rillieux-la-Pape (69),,moyenne,,F  défavorable,,non classé,45.820598811,4.898226398,76,2.610219298,4034475
,F,Reims (51),51454,4.996914474,,,,,[100 000-200 000[,Reims (51),,faible,,F  défavorable,,non classé,49.251490607,4.040230232,866,2.546816782,24720255
,F,Reignier-Ésery (74),74220,9.970970592,,,,,[0-20 000[,Reignier-Ésery (74),,moyenne,,F  défavorable,,non classé,46.135347988,6.261261228,74,2.490450450,1069605
,F,Rambouillet (78),78517,10.228226853,,,,,[20 000-50 000[,Rambouillet (78),,faible,,F  défavorable,,non classé,48.653905195,1.826528719,258,2.519186047,3537270
,F,Quimper (29),29232,6.986830692,,,,,[50 000-100 000[,Quimper (29),,faible,,F  défavorable,,non classé,47.997142516,-4.091119445,424,2.603003145,8559675
,F,Privas (07),07186,6.140878989,,,,,[0-20 000[,Privas (07),,faible,,F  défavorable,,non classé,44.722539115,4.594495387,49,2.699115646,1121175
,F,Pontoise (95),95500,2.085369827,,,,,[20 000-50 000[,Pontoise (95),,faible,,F  défavorable,,non classé,49.051373785,2.094879289,60,2.381555556,4143150
,F,Pont-l'Abbé (29),29220,8.554319932,,,,,[0-20 000[,Pont-l'Abbé (29),,faible,,F  défavorable,,non classé,47.865488549,-4.219623197,66,2.580959596,1104705
,F,Pont-à-Mousson (54),54431,7.428492086,,,,,[0-20 000[,Pont-à-Mousson (54),,faible,,F  défavorable,,non classé,48.921982805,6.053926907,101,2.430726073,1944540
,F,Plougastel-Daoulas (29),29189,4.419806727,,,,,[0-20 000[,Plougastel-Daoulas (29),,faible,,F  défavorable,,non classé,48.360193214,-4.382921050,57,2.549941520,1802115
,F,Plaisir (78),78490,3.503787879,,,,,[20 000-50 000[,Plaisir (78),,faible,,F  défavorable,,non classé,48.812608230,1.946985157,103,2.551585761,4276800
,F,Plaisance-du-Touch (31),31424,5.479452055,,,,,[0-20 000[,Plaisance-du-Touch (31),,faible,,F  défavorable,,non classé,43.557591642,1.285858118,93,2.518387097,2463750
,F,Plabennec (29),29160,6.104129264,,,,,[0-20 000[,Plabennec (29),,faible,,F  défavorable,,non classé,48.493832729,-4.418942146,50,2.334266667,1127925
,F,Pibrac (31),31417,7.757488960,,,,,[0-20 000[,Pibrac (31),,moyenne,,F  défavorable,,non classé,43.627438536,1.261394753,63,2.654973545,1131165
,F,Perpignan (66),66136,1.665641026,,,,,[100 000-200 000[,Perpignan (66),,moyenne,,F  défavorable,,non classé,42.696595413,2.899369540,195,2.341555556,16453125
,F,Périgny (94),94056,22.915101427,,,,,[0-20 000[,Périgny (94),,faible,,F  défavorable,,non classé,48.696835963,2.561679404,59,2.517401130,359370
,F,Pélissanne (13),13069,7.438582754,,,,,[0-20 000[,Pélissanne (13),,faible,,F  défavorable,,non classé,43.630838564,5.159573273,72,2.350324074,1379295
,F,Pégomas (06),06090,7.206979391,,,,,[0-20 000[,Pégomas (06),,faible,,F  défavorable,,non classé,43.586555316,6.922248379,56,2.432083333,1067715
,F,Oloron-Sainte-Marie (64),64422,7.691594848,,,,,[0-20 000[,Oloron-Sainte-Marie (64),,faible,,F  défavorable,,non classé,43.156087119,-0.587546244,80,2.413583333,1456785
,F,Nouméa (98),98818,3.162340132,,,,,[50 000-100 000[,Nouméa (98),,faible,,F  défavorable,,non classé,-22.3501,166.8988,308,2.570822511,13490010
,F,Nogent-sur-Vernisson (45),45229,23.237495077,,,,,[0-20 000[,Nogent-sur-Vernisson (45),,faible,,F  défavorable,,non classé,47.838698904,2.729398980,56,2.387916667,342765
,F,Nogent-sur-Marne (94),94052,2.598053025,,,,,[20 000-50 000[,Nogent-sur-Marne (94),,faible,,F  défavorable,,non classé,48.836663471,2.481667415,74,2.612072072,4312845
,F,Nice (06),06088,1.754042908,,,,,[200 000 et plus,Nice (06),,faible,,F  défavorable,,10ème/ 11 de la catégorie,43.711999266,7.238268895,576,2.368553241,46255995
,F,Neuilly-sur-Seine (92),92051,3.796632552,,,,,[50 000-100 000[,Neuilly-sur-Seine (92),,moyenne,,F  défavorable,,non classé,48.885371969,2.266425847,221,2.437948718,8178300
,F,Nemours (77),77333,4.327361069,,,,,[0-20 000[,Nemours (77),,faible,,F  défavorable,,non classé,48.259606791,2.711079931,54,2.329012346,1778220
,F,Nanterre (92),92050,2.493157080,,,,,[50 000-100 000[,Nanterre (92),,faible,,F  défavorable,,non classé,48.896070128,2.206713464,222,2.677087087,12724830
,F,Nancy (54),54395,13.165442864,,,,,[100 000-200 000[,Nancy (54),,faible,,F  défavorable,,non classé,48.690199550,6.175882544,1326,2.647963801,14119920
,F,Moulins (03),03190,4.231887014,,,,,[0-20 000[,Moulins (03),,faible,,F  défavorable,,non classé,46.562464106,3.326620402,79,2.641898734,2647755
,F,Mougins (06),06085,3.780122854,,,,,[0-20 000[,Mougins (06),,faible,,F  défavorable,,non classé,43.596141056,7.001294449,71,2.649295775,2571345
,F,Morlaix (29),29151,6.453365940,,,,,[0-20 000[,Morlaix (29),,faible,,F  défavorable,,non classé,48.599674661,-3.820520200,88,2.406363636,1987335
,F,Montrouge (92),92049,5.109102752,,,,,[20 000-50 000[,Montrouge (92),,faible,,F  défavorable,,non classé,48.815303216,2.316489214,241,2.473679115,6632280
,F,Montpellier (34),34172,13.206066481,,,,,[200 000 et plus,Montpellier (34),,faible,,F  défavorable,,9ème/ 11 de la catégorie,43.613440914,3.868516579,3574,2.480731207,38017755
,F,Montluçon (03),03185,2.572827621,,,,,[20 000-50 000[,Montluçon (03),,faible,,F  défavorable,,non classé,46.338588350,2.603904998,84,2.610039683,4879845
,F,Montgeron (91),91421,2.294343401,,,,,[20 000-50 000[,Montgeron (91),,faible,,F  défavorable,,non classé,48.695153180,2.462498818,53,2.680566038,3236220
,F,Montferrier-sur-Lez (34),34169,19.733185103,,,,,[0-20 000[,Montferrier-sur-Lez (34),,faible,,F  défavorable,,non classé,43.669078352,3.864085429,69,2.381932367,485730
,F,Montbrison (42),42147,6.358789903,,,,,[0-20 000[,Montbrison (42),,faible,,F  défavorable,,non classé,45.600836551,4.071398207,91,2.668315018,2101815
,F,Montauban (82),82121,5.145258421,,,,,[50 000-100 000[,Montauban (82),,faible,,F  défavorable,,non classé,44.022259458,1.364086365,300,2.651188889,8159940
,F,Montargis (45),45208,5.203206300,,,,,[0-20 000[,Montargis (45),,faible,,F  défavorable,,non classé,47.998842768,2.735889220,69,2.553429952,1919970
,F,Mont-de-Marsan (40),40192,2.610005019,,,,,[20 000-50 000[,Mont-de-Marsan (40),,faible,,F  défavorable,,non classé,43.899361404,-0.490722577,74,2.609684685,4034475
,F,Moirans (38),38239,7.833872171,,,,,[0-20 000[,Moirans (38),,faible,,F  défavorable,,non classé,45.318948689,5.562120820,60,2.455555556,1085670
,F,Millau (12),12145,4.684684685,,,,,[20 000-50 000[,Millau (12),,faible,,F  défavorable,,non classé,44.097625220,3.117053841,100,2.6493,2997000
,F,Melun (77),77288,2.982996918,,,,,[20 000-50 000[,Melun (77),,faible,,F  défavorable,,non classé,48.544472355,2.657958219,116,2.395890805,5430780
,F,Mayenne (53),53147,7.368339409,,,,,[0-20 000[,Mayenne (53),,faible,,F  défavorable,,non classé,48.307460945,-0.614799951,92,2.491413043,1740555
,F,Marquette-lez-Lille (59),59386,5.851880276,,,,,[0-20 000[,Marquette-lez-Lille (59),,faible,,F  défavorable,,non classé,50.67409511,3.058863286,60,2.385611111,1407240
,F,Mandelieu-la-Napoule (06),06079,2.435943703,,,,,[20 000-50 000[,Mandelieu-la-Napoule (06),,faible,,F  défavorable,,non classé,43.538051047,6.918089365,50,2.622266667,2992680
,F,Maisons-Laffitte (78),78358,6.774605880,,,,,[20 000-50 000[,Maisons-Laffitte (78),,faible,,F  défavorable,,non classé,48.952336900,2.151615949,152,2.537236842,3168450
,F,Mâcon (71),71270,6.880665330,,,,,[20 000-50 000[,Mâcon (71),,faible,,F  défavorable,,non classé,46.320551176,4.818425296,222,2.656381381,4512645
,F,Lons-le-Saunier (39),39300,9.790370882,,,,,[0-20 000[,Lons-le-Saunier (39),,faible,,F  défavorable,,non classé,46.674479628,5.557332129,162,2.494279835,2344140
,F,Lons (64),64348,8.053899171,,,,,[0-20 000[,Lons (64),,faible,,F  défavorable,,non classé,43.321211316,-0.401734391,100,2.651933333,1743255
,F,Locmiquélic (56),56118,15.962671906,,,,,[0-20 000[,Locmiquélic (56),,faible,,F  défavorable,,non classé,47.730308759,-3.328429979,65,2.645282051,549720
,F,Limoges (87),87085,2.095582693,,,,,[100 000-200 000[,Limoges (87),,faible,,F  défavorable,,non classé,45.854254959,1.248757902,267,2.556754057,17909100
,F,Libourne (33),33243,3.456591640,,,,,[20 000-50 000[,Libourne (33),,faible,,F  défavorable,,non classé,44.913076787,-0.234709332,83,2.547108434,3358800
,F,Lesquin (59),59343,7.330637007,,,,,[0-20 000[,Lesquin (59),,faible,,F  défavorable,,non classé,50.589228567,3.111919347,55,2.601636364,1068120
,F,Les Ulis (91),91692,2.050828374,,,,,[20 000-50 000[,Les Ulis (91),,moyenne,,F  défavorable,,non classé,48.680321482,2.18518955,48,2.403888889,3357180
,F,Les Matelles (34),34153,25.310173697,,,,,[0-20 000[,Les Matelles (34),,faible,,F  défavorable,,non classé,43.727915550,3.806821820,51,2.590457516,272025
,F,Les Lilas (93),93045,2.652981342,,,,,[20 000-50 000[,Les Lilas (93),,faible,,F  défavorable,,non classé,48.881920894,2.419667821,59,2.303446328,3104055
,F,Lens (62),62498,1.955097918,,,,,[20 000-50 000[,Lens (62),,moyenne,,F  défavorable,,non classé,50.437426415,2.821058513,57,2.562923977,4143015
,F,Léguevin (31),31291,7.172018096,,,,,[0-20 000[,Léguevin (31),,faible,,F  défavorable,,non classé,43.591959780,1.229026463,63,2.401164021,1223505
,F,Le Puy-en-Velay (43),43157,4.289824745,,,,,[0-20 000[,Le Puy-en-Velay (43),,faible,,F  défavorable,,non classé,45.027636666,3.895352291,79,2.487805907,2580525
,F,Le Pré-Saint-Gervais (93),93061,5.624296963,,,,,[0-20 000[,Le Pré-Saint-Gervais (93),,moyenne,,F  défavorable,,non classé,48.884673488,2.405422330,94,2.431489362,2400300
,F,Le Pradet (83),83098,12.167148699,,,,,[0-20 000[,Le Pradet (83),,faible,,F  défavorable,,non classé,43.099405984,6.028440155,112,2.534345238,1353645
,F,Le Plessis-Robinson (92),92060,2.721510266,,,,,[20 000-50 000[,Le Plessis-Robinson (92),,faible,,F  défavorable,,non classé,48.780438364,2.260642860,79,2.587594937,3918780
,F,Le Petit-Quevilly (76),76498,2.846299810,,,,,[20 000-50 000[,Le Petit-Quevilly (76),,faible,,F  défavorable,,non classé,49.423813472,1.060332890,61,2.620054645,2988090
,F,Le Perreux-sur-Marne (94),94058,2.164309645,,,,,[20 000-50 000[,Le Perreux-sur-Marne (94),,faible,,F  défavorable,,non classé,48.842395238,2.504068486,71,2.560704225,4553415
,F,Le Palais (56),56152,30.528375734,,,,,[0-20 000[,Le Palais (56),,faible,,F  défavorable,,non classé,47.342690968,-3.171029520,74,2.538783784,344925
,F,Le Mesnil-le-Roi (78),78396,8.922880816,,,,,[0-20 000[,Le Mesnil-le-Roi (78),,faible,,F  défavorable,,non classé,48.925799952,2.122173239,53,2.687484277,847260
,F,Le Chesnay-Rocquencourt (78),78158,7.035463019,,,,,[20 000-50 000[,Le Chesnay-Rocquencourt (78),,faible,,F  défavorable,,non classé,48.827239774,2.130149082,186,2.457688172,3780135
,F,Le Bouscat (33),33069,2.765092798,,,,,[20 000-50 000[,Le Bouscat (33),,faible,,F  défavorable,,non classé,44.866129832,-0.602121559,64,2.69015625,3222315
,F,Larmor-Plage (56),56107,16.019417476,,,,,[0-20 000[,Larmor-Plage (56),,faible,,F  défavorable,,non classé,47.715922926,-3.391113732,126,2.549285714,1112400
,F,Labarthe-sur-Lèze (31),31248,9.763617677,,,,,[0-20 000[,Labarthe-sur-Lèze (31),,faible,,F  défavorable,,non classé,43.458546159,1.400829770,53,2.358490566,788130
,F,La Garenne-Colombes (92),92035,2.598468271,,,,,[20 000-50 000[,La Garenne-Colombes (92),,faible,,F  défavorable,,non classé,48.906757711,2.244646041,74,2.586036036,3948480
,F,La Garde (83),83062,2.100174354,,,,,[20 000-50 000[,La Garde (83),,faible,,F  défavorable,,non classé,43.126327938,6.018981647,49,2.688843537,3406860
,F,La Ferté-Saint-Aubin (45),45146,11.497362370,,,,,[0-20 000[,La Ferté-Saint-Aubin (45),,moyenne,,F  défavorable,,non classé,47.711975083,1.927146661,80,2.34425,998055
,F,La Ferté-Bernard (72),72132,10.736889693,,,,,[0-20 000[,La Ferté-Bernard (72),,faible,,F  défavorable,,non classé,48.184256057,0.634694806,89,2.579775281,1194480
,F,La Crau (83),83047,3.236607143,,,,,[0-20 000[,La Crau (83),,faible,,F  défavorable,,non classé,43.163520742,6.092683516,56,2.63125,2419200
,F,La Colle-sur-Loup (06),06044,7.119247394,,,,,[0-20 000[,La Colle-sur-Loup (06),,faible,,F  défavorable,,non classé,43.687170139,7.097736438,52,2.689230769,1061910
,F,La Ciotat (13),13028,3.053780467,,,,,[20 000-50 000[,La Ciotat (13),,faible,,F  défavorable,,non classé,43.192641086,5.613189558,97,2.478213058,4774410
,F,La Chapelle-en-Serval (60),60142,21.150033047,,,,,[0-20 000[,La Chapelle-en-Serval (60),,moyenne,,F  défavorable,,non classé,49.121291739,2.526593907,57,2.314152047,408510
,F,La Chapelle-des-Fougeretz (35),35059,21.25,,,,,[0-20 000[,La Chapelle-des-Fougeretz (35),,faible,,F  défavorable,,non classé,48.176893730,-1.740671858,98,2.341836735,648000
,F,La Bouëxière (35),35031,14.318181818,,,,,[0-20 000[,La Bouëxière (35),,faible,,F  défavorable,,non classé,48.174373325,-1.436463571,59,2.671920904,594000
,F,L'Isle-sur-la-Sorgue (84),84054,4.691205279,,,,,[0-20 000[,L'Isle-sur-la-Sorgue (84),,faible,,F  défavorable,,non classé,43.913397592,5.056642775,85,2.450588235,2618730
,F,Juvignac (34),34123,4.694403535,,,,,[0-20 000[,Juvignac (34),,faible,,F  défavorable,,non classé,43.623764640,3.795793752,48,2.663263889,1466640
,F,Joué-lès-Tours (37),37122,1.813091588,,,,,[20 000-50 000[,Joué-lès-Tours (37),,faible,,F  défavorable,,non classé,47.333556074,0.654546300,63,2.681693122,5063175
,F,Jarrie (38),38200,16.336368506,,,,,[0-20 000[,Jarrie (38),,faible,,F  défavorable,,non classé,45.111102744,5.746740980,60,2.492388889,504090
,F,Ivry-sur-Seine (94),94041,2.929028649,,,,,[50 000-100 000[,Ivry-sur-Seine (94),,faible,,F  défavorable,,non classé,48.812806381,2.387780236,172,2.561182171,8204085
,F,Hyères (83),83069,1.882665137,,,,,[50 000-100 000[,Hyères (83),,faible,,F  défavorable,,non classé,43.101871353,6.188985085,102,2.505196078,7529220
,F,Herblay-sur-Seine (95),95306,2.855570082,,,,,[20 000-50 000[,Herblay-sur-Seine (95),,faible,,F  défavorable,,non classé,49.000700276,2.149676808,77,2.614805195,3923910
,F,Hem (59),59299,4.018187586,,,,,[0-20 000[,Hem (59),,faible,,F  défavorable,,non classé,50.654804946,3.193056326,75,2.610311111,2553390
,F,Hazebrouck (59),59295,2.766889555,,,,,[20 000-50 000[,Hazebrouck (59),,faible,,F  défavorable,,non classé,50.726296711,2.538643015,58,2.329942529,2927475
,F,Guérande (44),44069,11.367848758,,,,,[0-20 000[,Guérande (44),,faible,,F  défavorable,,non classé,47.331332091,-2.417036588,175,2.46,2185110
,F,Granville (50),50218,5.271317829,,,,,[0-20 000[,Granville (50),,faible,,F  défavorable,,non classé,48.832707837,-1.566708664,65,2.688512821,1741500
,F,Gouvieux (60),60282,6.003056101,,,,,[0-20 000[,Gouvieux (60),,faible,,F  défavorable,,non classé,49.189581627,2.420263250,51,2.355490196,1236870
,F,Givors (69),69091,2.899751450,,,,,[0-20 000[,Givors (69),,faible,,F  défavorable,,non classé,45.581662697,4.757261630,54,2.301543210,2607120
,F,Gien (45),45155,4.607314999,,,,,[0-20 000[,Gien (45),,faible,,F  défavorable,,non classé,47.71227944,2.665495502,58,2.323850575,1904580
,F,Gentilly (94),94037,3.267973856,,,,,[0-20 000[,Gentilly (94),,faible,,F  défavorable,,non classé,48.813204439,2.344206597,52,2.392564103,2354670
,F,Garches (92),92033,2.434467531,,,,,[0-20 000[,Garches (92),,faible,,F  défavorable,,non classé,48.845011355,2.186650078,43,2.475038760,2384505
,F,Fréjus (83),83061,1.504664460,,,,,[50 000-100 000[,Fréjus (83),,faible,,F  défavorable,,non classé,43.471955811,6.763615974,74,2.331621622,7177680
,F,Fournes-en-Weppes (59),59250,26.173285199,,,,,[0-20 000[,Fournes-en-Weppes (59),,faible,,F  défavorable,,non classé,50.591727736,2.893620719,58,2.640402299,299160
,F,Fouras (17),17168,19.278299555,,,,,[0-20 000[,Fouras (17),,moyenne,,F  défavorable,,non classé,45.983075341,-1.077005218,74,2.472522523,546210
,F,Forbach (57),57227,2.774309890,,,,,[20 000-50 000[,Forbach (57),,moyenne,,F  défavorable,,non classé,49.191265037,6.892757985,57,2.356023392,2919645
,F,Fontaine (38),38169,6.425416090,,,,,[20 000-50 000[,Fontaine (38),,faible,,F  défavorable,,non classé,45.193050249,5.677630665,138,2.612681159,3025485
,F,Foix (09),09122,12.899199001,,,,,[0-20 000[,Foix (09),,faible,,F  défavorable,,non classé,42.965850227,1.610374959,117,2.699259259,1297755
,F,Figeac (46),46102,5.593409946,,,,,[0-20 000[,Figeac (46),,faible,,F  défavorable,,non classé,44.605531463,2.025403038,54,2.577654321,1327455
